TF_id	chip_prefix	peak_id	chrom	peak_start_1based	peak_end_1based	peak_center_1based	peak_score	peak_signal	neglog10q	strength_tier	nearest_gene	TU_id	gene_list	strand	TSS_like	promoter_start	promoter_end	rel_pos_to_TSS	abs_rel_pos	overlap_bp	mapping_rank	mapping_status	tu_context	genomic_region_chip
A2b	A2b-1-i7	A2b-1-i7_peak_33	NC_006958.1	385226	389182	385822	416	2.55843	39.2192	strong	CGTRNA_RS01890	TU_296	Cgl0363	-	386195	386145	386495	373	373	351	1	primary	inside_transcribed_region	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_33	NC_006958.1	385226	389182	385822	416	2.55843	39.2192	strong	CGTRNA_RS01890	TU_297	Cgl0363	-	386195	386145	386495	373	373	351	2	secondary	inside_transcribed_region	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_33	NC_006958.1	385226	389182	385822	416	2.55843	39.2192	strong	CGTRNA_RS01890	TU_295	Cgl0362	-	385190	385140	385490	-632	632	265	3	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_33	NC_006958.1	385226	389182	385822	416	2.55843	39.2192	strong	CGTRNA_RS01890	TU_298	Cgl0364	+	386556	386256	386606	-734	734	351	4	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_33	NC_006958.1	385226	389182	385822	416	2.55843	39.2192	strong	CGTRNA_RS01890	TU_299	Cgl0364	+	386556	386256	386606	-734	734	351	5	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_33	NC_006958.1	385226	389182	385822	416	2.55843	39.2192	strong	CGTRNA_RS01890	TU_300	Cgl0364	+	386556	386256	386606	-734	734	351	6	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_33	NC_006958.1	385226	389182	385822	416	2.55843	39.2192	strong	CGTRNA_RS01890	TU_301	Cgl0364	+	386556	386256	386606	-734	734	351	7	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_33	NC_006958.1	385226	389182	385822	416	2.55843	39.2192	strong	CGTRNA_RS01890	TU_302	Cgl0364	+	386556	386256	386606	-734	734	351	8	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_33	NC_006958.1	385226	389182	385822	416	2.55843	39.2192	strong	CGTRNA_RS01890	TU_303	Cgl0365	-	387657	387607	387957	1835	1835	351	9	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_33	NC_006958.1	385226	389182	385822	416	2.55843	39.2192	strong	CGTRNA_RS01890	TU_2179	lpd	+	387692	387392	387742	-1870	1870	351	10	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_33	NC_006958.1	385226	389182	385822	416	2.55843	39.2192	strong	CGTRNA_RS01890	TU_2000	galU2	+	389248	388948	389298	-3426	3426	235	11	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_157	NC_006958.1	1927642	1930295	1928325	402	2.81278	37.838	strong	CGTRNA_RS09055	TU_1064	Cgl1815	+	1928211	1927911	1928261	114	114	351	1	primary	near_TU_end	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_157	NC_006958.1	1927642	1930295	1928325	402	2.81278	37.838	strong	CGTRNA_RS09055	TU_1062	Cgl1814	-	1928189	1928139	1928489	-136	136	351	2	secondary	inside_TU_promoter	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_157	NC_006958.1	1927642	1930295	1928325	402	2.81278	37.838	strong	CGTRNA_RS09055	TU_1063	Cgl1814	-	1928189	1928139	1928489	-136	136	351	3	secondary	inside_TU_promoter	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_157	NC_006958.1	1927642	1930295	1928325	402	2.81278	37.838	strong	CGTRNA_RS09055	TU_1065	Cgl1816	+	1928534	1928234	1928584	-209	209	351	4	secondary	inside_TU_promoter	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_208	NC_006958.1	2701962	2703151	2702622	398	2.98294	37.3969	strong	CGTRNA_RS12715	TU_1452	Cgl2553-Cgl2552	-	2703195	2703145	2703495	573	573	7	1	primary	inside_transcribed_region	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_159	NC_006958.1	1933184	1938944	1937905	396	2.55927	37.2711	strong	CGTRNA_RS09110	TU_1080	Cgl1826	-	1938019	1937969	1938319	114	114	351	1	primary	inside_transcribed_region	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_159	NC_006958.1	1933184	1938944	1937905	396	2.55927	37.2711	strong	CGTRNA_RS09110	TU_1078	Cgl1825	+	1937202	1936902	1937252	703	703	351	2	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_159	NC_006958.1	1933184	1938944	1937905	396	2.55927	37.2711	strong	CGTRNA_RS09110	TU_1079	Cgl1825	+	1937202	1936902	1937252	703	703	351	3	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_159	NC_006958.1	1933184	1938944	1937905	396	2.55927	37.2711	strong	CGTRNA_RS09110	TU_1081	Cgl1827	+	1938945	1938645	1938995	-1040	1040	300	4	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_159	NC_006958.1	1933184	1938944	1937905	396	2.55927	37.2711	strong	CGTRNA_RS09110	TU_1077	Cgl1824	+	1936226	1935926	1936276	1679	1679	351	5	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_159	NC_006958.1	1933184	1938944	1937905	396	2.55927	37.2711	strong	CGTRNA_RS09110	TU_1073	Cgl1823	-	1935912	1935862	1936212	-1993	1993	351	6	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_159	NC_006958.1	1933184	1938944	1937905	396	2.55927	37.2711	strong	CGTRNA_RS09110	TU_1074	Cgl1823	-	1935912	1935862	1936212	-1993	1993	351	7	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_159	NC_006958.1	1933184	1938944	1937905	396	2.55927	37.2711	strong	CGTRNA_RS09110	TU_1075	Cgl1823	-	1935912	1935862	1936212	-1993	1993	351	8	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_159	NC_006958.1	1933184	1938944	1937905	396	2.55927	37.2711	strong	CGTRNA_RS09110	TU_1076	Cgl1823	-	1935912	1935862	1936212	-1993	1993	351	9	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_159	NC_006958.1	1933184	1938944	1937905	396	2.55927	37.2711	strong	CGTRNA_RS09110	TU_1072	Cgl1822	-	1934358	1934308	1934658	-3547	3547	351	10	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_149	NC_006958.1	1901638	1902834	1902254	390	2.86887	36.6879	strong	CGTRNA_RS08955	TU_1044	Cgl1793	-	1901911	1901861	1902211	-343	343	351	1	primary	upstream_near_TU	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_149	NC_006958.1	1901638	1902834	1902254	390	2.86887	36.6879	strong	CGTRNA_RS08955	TU_1045	Cgl1794	-	1902883	1902833	1903183	629	629	2	2	secondary	inside_transcribed_region	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_180	NC_006958.1	2226273	2228930	2226947	377	2.9919	35.3739	strong	CGTRNA_RS10440	TU_2117	idhA3-gip	-	2227779	2227729	2228079	832	832	351	1	primary	inside_transcribed_region	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_180	NC_006958.1	2226273	2228930	2226947	377	2.9919	35.3739	strong	CGTRNA_RS10440	TU_1228	Cgl2111	+	2227906	2227606	2227956	-959	959	351	2	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_148	NC_006958.1	1898789	1901390	1900826	360	2.88364	33.7056	strong	CGTRNA_RS08945	TU_1043	Cgl1792-Cgl1791	-	1900916	1900866	1901216	90	90	351	1	primary	inside_transcribed_region	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_148	NC_006958.1	1898789	1901390	1900826	360	2.88364	33.7056	strong	CGTRNA_RS08945	TU_1042	Cgl1790	-	1899158	1899108	1899458	-1668	1668	351	2	secondary	intergenic_unassigned	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_7	NC_006958.1	50105	50827	50560	352	2.39478	32.9075	strong	CGTRNA_RS16255	TU_141	Cgl0048	-	50616	50566	50916	56	56	262	1	primary	inside_transcribed_region	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_31	NC_006958.1	380776	381738	381136	343	2.1754	32.0246	strong	CGTRNA_RS01870	TU_293	Cgl0359-Cgl0358	-	380842	380792	381142	-294	294	351	1	primary	inside_TU_promoter	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_31	NC_006958.1	380776	381738	381136	343	2.1754	32.0246	strong	CGTRNA_RS01870	TU_2785	udgA1	+	381948	381648	381998	-812	812	91	2	secondary	intergenic_unassigned	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_31	NC_006958.1	380776	381738	381136	343	2.1754	32.0246	strong	CGTRNA_RS01870	TU_2786	udgA1	+	381948	381648	381998	-812	812	91	3	secondary	intergenic_unassigned	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_31	NC_006958.1	380776	381738	381136	343	2.1754	32.0246	strong	CGTRNA_RS01870	TU_2787	udgA1	+	381948	381648	381998	-812	812	91	4	secondary	intergenic_unassigned	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_15	NC_006958.1	187010	188084	187462	341	2.56824	31.839	strong	CGTRNA_RS00925	TU_209	Cgl0177	+	187687	187387	187737	-225	225	351	1	primary	inside_TU_promoter	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_147	NC_006958.1	1893129	1895747	1893507	339	2.45511	31.7043	strong	CGTRNA_RS08930	TU_1039	Cgl1787	-	1893037	1892987	1893337	-470	470	209	1	primary	upstream_near_TU	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_147	NC_006958.1	1893129	1895747	1893507	339	2.45511	31.7043	strong	CGTRNA_RS08930	TU_1040	Cgl1788	-	1894680	1894630	1894980	1173	1173	351	2	secondary	inside_transcribed_region	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_138	NC_006958.1	1854460	1857180	1855057	322	2.43575	30.0654	strong	CGTRNA_RS08785	TU_1018	Cgl1757	+	1855058	1854758	1855108	-1	1	351	1	primary	inside_TU_promoter	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_138	NC_006958.1	1854460	1857180	1855057	322	2.43575	30.0654	strong	CGTRNA_RS08785	TU_1019	Cgl1758	+	1855532	1855232	1855582	-475	475	351	2	secondary	upstream_near_TU	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_138	NC_006958.1	1854460	1857180	1855057	322	2.43575	30.0654	strong	CGTRNA_RS08785	TU_1020	Cgl1761, Cgl1760, Cgl1759	+	1856885	1856585	1856935	-1828	1828	351	3	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_87	NC_006958.1	1408388	1409879	1409298	310	2.49753	28.871	strong	CGTRNA_RS06715	TU_812	Cgl1346	-	1409023	1408973	1409323	-275	275	351	1	primary	inside_TU_promoter	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_87	NC_006958.1	1408388	1409879	1409298	310	2.49753	28.871	strong	CGTRNA_RS06715	TU_813	Cgl1347	-	1409802	1409752	1410102	504	504	128	2	secondary	intergenic_unassigned	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_87	NC_006958.1	1408388	1409879	1409298	310	2.49753	28.871	strong	CGTRNA_RS06715	TU_814	Cgl1347	-	1409802	1409752	1410102	504	504	128	3	secondary	intergenic_unassigned	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_87	NC_006958.1	1408388	1409879	1409298	310	2.49753	28.871	strong	CGTRNA_RS06715	TU_815	Cgl1347	-	1409802	1409752	1410102	504	504	128	4	secondary	intergenic_unassigned	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_111	NC_006958.1	1750304	1751204	1750886	308	2.74506	28.6641	strong	hisS	TU_2426	ppiB-Cgl1650	+	1750427	1750127	1750477	459	459	174	1	primary	inside_transcribed_region	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_111	NC_006958.1	1750304	1751204	1750886	308	2.74506	28.6641	strong	hisS	TU_949	Cgl1651	+	1751497	1751197	1751547	-611	611	8	2	secondary	intergenic_unassigned	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_111	NC_006958.1	1750304	1751204	1750886	308	2.74506	28.6641	strong	hisS	TU_2103	hisS	-	1749276	1749226	1749576	-1610	1610	0	3	secondary	intergenic_unassigned	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_56	NC_006958.1	839927	842532	841690	301	2.21087	27.9885	strong	CGTRNA_RS03985	TU_515	Cgl0798-Cgl0797	-	840745	840695	841045	-945	945	351	1	primary	intergenic_unassigned	dist_intergenic
A2b	A2b-1-i7	A2b-1-i7_peak_29	NC_006958.1	373897	377981	375554	298	2.2261	27.6758	strong	murB	TU_2727	tnp17a(ISCg17a)	+	377683	377383	377733	-2129	2129	351	1	primary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_29	NC_006958.1	373897	377981	375554	298	2.2261	27.6758	strong	murB	TU_2728	tnp17b(ISCg17a)-tnp17c(ISCG17a)	+	378093	377793	378143	-2539	2539	189	2	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_86	NC_006958.1	1404561	1406736	1405381	285	2.29757	26.4568	strong	CGTRNA_RS06690	TU_2733	tnp23a(ISCg23a)	-	1404885	1404835	1405185	-496	496	351	1	primary	upstream_near_TU	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_86	NC_006958.1	1404561	1406736	1405381	285	2.29757	26.4568	strong	CGTRNA_RS06690	TU_810	Cgl1342	-	1406174	1406124	1406474	793	793	351	2	secondary	near_TU_end	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_186	NC_006958.1	2318400	2319155	2318790	284	2.86541	26.3486	strong	CGTRNA_RS10830	TU_1270	Cgl2186	-	2318776	2318726	2319076	-14	14	351	1	primary	inside_TU_promoter	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_94	NC_006958.1	1462164	1463554	1462654	278	2.56012	25.7439	strong	CGTRNA_RS06965	TU_838	Cgl1393	+	1463533	1463233	1463583	-879	879	322	1	primary	intergenic_unassigned	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_20	NC_006958.1	234277	236106	234559	273	2.18207	25.2438	strong	CGTRNA_RS01160	TU_234	Cgl0220	-	235203	235153	235503	644	644	351	1	primary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_20	NC_006958.1	234277	236106	234559	273	2.18207	25.2438	strong	CGTRNA_RS01160	TU_2235	mgtE2-Cgl0223-Cgl0222	+	236326	236026	236376	-1767	1767	81	2	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_44	NC_006958.1	640448	642768	641644	264	2.24215	24.3434	strong	CGTRNA_RS03160	TU_423	Cgl0629	+	641133	640833	641183	511	511	351	1	primary	inside_transcribed_region	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_44	NC_006958.1	640448	642768	641644	264	2.24215	24.3434	strong	CGTRNA_RS03160	TU_422	Cgl0628	-	640879	640829	641179	-765	765	351	2	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_235	NC_006958.1	3247135	3247658	3247403	260	2.38956	24.0113	strong	CGTRNA_RS15200	TU_1701	Cgl3042	+	3247235	3246935	3247285	168	168	151	1	primary	inside_transcribed_region	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_235	NC_006958.1	3247135	3247658	3247403	260	2.38956	24.0113	strong	CGTRNA_RS15200	TU_1700	Cgl3041	-	3246932	3246882	3247232	-471	471	98	2	secondary	upstream_near_TU	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_119	NC_006958.1	1799299	1800657	1800120	249	2.11998	22.939	strong	CGTRNA_RS08510	TU_979	Cgl1699	-	1800604	1800554	1800904	484	484	104	1	primary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_119	NC_006958.1	1799299	1800657	1800120	249	2.11998	22.939	strong	CGTRNA_RS08510	TU_978	Cgl1698	+	1799473	1799173	1799523	647	647	225	2	secondary	inside_transcribed_region	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_119	NC_006958.1	1799299	1800657	1800120	249	2.11998	22.939	strong	CGTRNA_RS08510	TU_980	Cgl1700-Cgl1701	+	1800834	1800534	1800884	-714	714	124	3	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_124	NC_006958.1	1814378	1816217	1815195	242	2.3044	22.2779	strong	CGTRNA_RS08615	TU_992	Cgl1719-Cgl1720	+	1814863	1814563	1814913	332	332	351	1	primary	inside_transcribed_region	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_124	NC_006958.1	1814378	1816217	1815195	242	2.3044	22.2779	strong	CGTRNA_RS08615	TU_993	Cgl1721	+	1816451	1816151	1816501	-1256	1256	67	2	secondary	intergenic_unassigned	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_203	NC_006958.1	2678270	2679666	2678949	242	2.26655	22.2753	strong	CGTRNA_RS12595	TU_2303	nrdE	-	2679599	2679549	2679899	650	650	118	1	primary	inside_transcribed_region	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_92	NC_006958.1	1450841	1453268	1452498	235	2.39896	21.592	strong	CGTRNA_RS06925	TU_2791	ugpBC	+	1452758	1452458	1452808	-260	260	351	1	primary	inside_TU_promoter	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_92	NC_006958.1	1450841	1453268	1452498	235	2.39896	21.592	strong	CGTRNA_RS06925	TU_2790	ugpAE	+	1450918	1450618	1450968	1580	1580	128	2	secondary	inside_transcribed_region	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_40	NC_006958.1	574856	575779	575175	235	2.58066	21.5562	strong	rpsD	TU_2586	rpoA	+	575338	575038	575388	-163	163	351	1	primary	inside_TU_promoter	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_40	NC_006958.1	574856	575779	575175	235	2.58066	21.5562	strong	rpsD	TU_390	Cgl0565	-	575366	575316	575666	191	191	351	2	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_14	NC_006958.1	131389	132301	131856	232	2.32454	21.2904	strong	CGTRNA_RS00645	TU_179	Cgl0119-Cgl0120	+	131798	131498	131848	58	58	351	1	primary	inside_transcribed_region	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_14	NC_006958.1	131389	132301	131856	232	2.32454	21.2904	strong	CGTRNA_RS00645	TU_2085	hde	-	131738	131688	132038	-118	118	351	2	secondary	inside_TU_promoter	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_49	NC_006958.1	742650	743245	742979	228	2.39408	20.8865	strong	CGTRNA_RS03605	TU_462	Cgl0721	-	742384	742334	742684	-595	595	35	1	primary	upstream_near_TU	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_121	NC_006958.1	1805723	1806270	1805919	223	2.20148	20.3696	strong	CGTRNA_RS08550	TU_986	Cgl1708	+	1805727	1805427	1805777	192	192	55	1	primary	inside_transcribed_region	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_153	NC_006958.1	1915399	1918054	1915550	220	2.06713	20.1493	strong	CGTRNA_RS09005	TU_1053	Cgl1804	-	1916233	1916183	1916533	683	683	351	1	primary	inside_transcribed_region	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_153	NC_006958.1	1915399	1918054	1915550	220	2.06713	20.1493	strong	CGTRNA_RS09005	TU_1054	Cgl1805	+	1916374	1916074	1916424	-824	824	351	2	secondary	intergenic_unassigned	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_153	NC_006958.1	1915399	1918054	1915550	220	2.06713	20.1493	strong	CGTRNA_RS09005	TU_1055	Cgl1806	+	1916944	1916644	1916994	-1394	1394	351	3	secondary	intergenic_unassigned	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_198	NC_006958.1	2650058	2650520	2650353	214	2.33748	19.5363	moderate	nrdE	TU_1427	Cgl2498	+	2650442	2650142	2650492	-89	89	351	1	primary	inside_TU_promoter	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_198	NC_006958.1	2650058	2650520	2650353	214	2.33748	19.5363	moderate	nrdE	TU_2303	nrdE	-	2679599	2679549	2679899	29246	29246	0	2	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_81	NC_006958.1	1290743	1291684	1291353	207	2.49048	18.8308	moderate	CGTRNA_RS06130	TU_736	Cgl1226	+	1291026	1290726	1291076	327	327	334	1	primary	near_TU_end	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_81	NC_006958.1	1290743	1291684	1291353	207	2.49048	18.8308	moderate	CGTRNA_RS06130	TU_737	Cgl1227	+	1291699	1291399	1291749	-346	346	286	2	secondary	upstream_near_TU	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_81	NC_006958.1	1290743	1291684	1291353	207	2.49048	18.8308	moderate	CGTRNA_RS06130	TU_2021	glgEB	-	1291007	1290957	1291307	-346	346	351	3	secondary	upstream_near_TU	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_81	NC_006958.1	1290743	1291684	1291353	207	2.49048	18.8308	moderate	CGTRNA_RS06130	TU_2022	glgEB	-	1291007	1290957	1291307	-346	346	351	4	secondary	upstream_near_TU	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_81	NC_006958.1	1290743	1291684	1291353	207	2.49048	18.8308	moderate	CGTRNA_RS06130	TU_2023	glgEB	-	1291007	1290957	1291307	-346	346	351	5	secondary	upstream_near_TU	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_85	NC_006958.1	1402062	1403365	1402496	205	2.14474	18.6984	moderate	CGTRNA_RS06670	TU_801	Cgl1338	+	1402272	1401972	1402322	224	224	261	1	primary	inside_transcribed_region	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_85	NC_006958.1	1402062	1403365	1402496	205	2.14474	18.6984	moderate	CGTRNA_RS06670	TU_802	Cgl1338	+	1402272	1401972	1402322	224	224	261	2	secondary	inside_transcribed_region	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_85	NC_006958.1	1402062	1403365	1402496	205	2.14474	18.6984	moderate	CGTRNA_RS06670	TU_803	Cgl1338	+	1402272	1401972	1402322	224	224	261	3	secondary	inside_transcribed_region	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_85	NC_006958.1	1402062	1403365	1402496	205	2.14474	18.6984	moderate	CGTRNA_RS06670	TU_804	Cgl1338	+	1402272	1401972	1402322	224	224	261	4	secondary	inside_transcribed_region	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_85	NC_006958.1	1402062	1403365	1402496	205	2.14474	18.6984	moderate	CGTRNA_RS06670	TU_805	Cgl1339	+	1403128	1402828	1403178	-632	632	351	5	secondary	intergenic_unassigned	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_85	NC_006958.1	1402062	1403365	1402496	205	2.14474	18.6984	moderate	CGTRNA_RS06670	TU_806	Cgl1339-Cgl1340	+	1403128	1402828	1403178	-632	632	351	6	secondary	intergenic_unassigned	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_182	NC_006958.1	2237107	2237869	2237628	203	2.23867	18.4585	moderate	CGTRNA_RS10490	TU_1233	Cgl2119	+	2237332	2237032	2237382	296	296	276	1	primary	inside_transcribed_region	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_1	NC_006958.1	2032	2650	2408	200	2.37227	18.1972	moderate	dnaN	TU_1888	dnaN	+	2292	1992	2342	116	116	311	1	primary	inside_transcribed_region	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_1	NC_006958.1	2032	2650	2408	200	2.37227	18.1972	moderate	dnaN	TU_118	Cgl0002	-	1920	1870	2220	-488	488	189	2	secondary	upstream_near_TU	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_12	NC_006958.1	103306	103836	103552	196	2.1954	17.7742	moderate	CGTRNA_RS00520	TU_53	amn	+	103494	103194	103544	58	58	239	1	primary	inside_transcribed_region	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_12	NC_006958.1	103306	103836	103552	196	2.1954	17.7742	moderate	CGTRNA_RS00520	TU_166	Cgl0094-Cgl0093	-	103435	103385	103735	-117	117	351	2	secondary	inside_TU_promoter	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_171	NC_006958.1	2035500	2036388	2035981	193	2.11553	17.5348	moderate	CGTRNA_RS09580	TU_1148	Cgl1928	-	2035880	2035830	2036180	-101	101	351	1	primary	inside_TU_promoter	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_171	NC_006958.1	2035500	2036388	2035981	193	2.11553	17.5348	moderate	CGTRNA_RS09580	TU_1149	Cgl1929	-	2036409	2036359	2036709	428	428	30	2	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_163	NC_006958.1	1951595	1952835	1952202	192	2.21824	17.3496	moderate	CGTRNA_RS09200	TU_1093	Cgl1842	-	1952485	1952435	1952785	283	283	351	1	primary	inside_transcribed_region	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_163	NC_006958.1	1951595	1952835	1952202	192	2.21824	17.3496	moderate	CGTRNA_RS09200	TU_1092	Cgl1841	-	1951450	1951400	1951750	-752	752	156	2	secondary	intergenic_unassigned	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_113	NC_006958.1	1781345	1782146	1781556	190	2.09571	17.2353	moderate	CGTRNA_RS08420	TU_958	Cgl1678	-	1781585	1781535	1781885	29	29	351	1	primary	inside_TU_promoter	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_113	NC_006958.1	1781345	1782146	1781556	190	2.09571	17.2353	moderate	CGTRNA_RS08420	TU_959	Cgl1679	+	1781705	1781405	1781755	-149	149	351	2	secondary	inside_TU_promoter	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_134	NC_006958.1	1843431	1844083	1843958	187	2.04359	16.8914	moderate	CGTRNA_RS08715	TU_1010	Cgl1743	+	1843518	1843218	1843568	440	440	138	1	primary	inside_transcribed_region	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_2	NC_006958.1	5205	5737	5520	187	2.04706	16.8762	moderate	gyrB	TU_2083	gyrB	+	5354	5054	5404	166	166	200	1	primary	inside_transcribed_region	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_2	NC_006958.1	5205	5737	5520	187	2.04706	16.8762	moderate	gyrB	TU_2084	gyrB	+	5354	5054	5404	166	166	200	2	secondary	inside_transcribed_region	promoter
A2b	A2b-1-i7	A2b-1-i7_peak_173	NC_006958.1	2062422	2063443	2062984	183	2.30819	16.5035	moderate	CGTRNA_RS09710	TU_2056	gluD	+	2062441	2062141	2062491	543	543	70	1	primary	inside_transcribed_region	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_196	NC_006958.1	2596254	2596847	2596422	182	2.08521	16.3874	moderate	CGTRNA_RS12200	TU_1403	Cgl2453-Cgl2452	-	2595984	2595934	2596284	-438	438	31	1	primary	upstream_near_TU	gene_body
A2b	A2b-1-i7	A2b-1-i7_peak_36	NC_006958.1	472632	473211	472988	180	2.2257	16.2077	moderate	CGTRNA_RS02290	TU_348	Cgl0449	+	472948	472648	472998	40	40	351	1	primary	inside_TU_promoter	promoter
